Index,RecSession,HitNumber,IiwaNumber,DesiredFlux,HittingFlux,DistanceTraveled,HittingInertia,ObjectPos,HittingPos,ObjectOrientation,HittingOrientation
0,2024-05-06_10:11:31__dirty_paper,455,7,1.045,0.7304297685623169,0.2646228038307457,4.7500870439342,"[0.5635561347007751, 0.3347703814506531, 0.21976467967033386]","[0.5325701236724854, 0.3255748152732849, 0.2145995944738388]",[-0.47297183  0.52664399  0.52363813 -0.47407475],"[-0.6717554330825806, 0.031821876764297485, -0.04561730846762657, 0.738681972026825]"
1,2024-05-06_10:11:31__dirty_paper,156,14,0.713,0.6732587814331055,0.26511830617940935,4.8353338836191595,"[0.5204789638519287, -0.2932325601577759, 0.19781452417373657]","[0.47112563252449036, -0.27749377489089966, 0.22483140230178833]",[ 0.50615245 -0.49610156 -0.49068156  0.50687724],"[0.5118125081062317, -0.4932405948638916, 0.5082530379295349, 0.48625150322914124]"
2,2024-05-06_10:11:31__dirty_paper,75,7,0.621,0.6354446411132812,0.24035144275750184,4.463779880510219,"[0.547508716583252, 0.3285924792289734, 0.218828022480011]","[0.5586518049240112, 0.31866535544395447, 0.20066043734550476]",[-0.49397665  0.50558758  0.50368583 -0.49665764],"[-0.6992017030715942, 0.0033612761180847883, -0.005898286122828722, 0.7148922085762024]"
3,2024-05-06_10:11:31__dirty_paper,406,14,1.0,0.66781085729599,0.28301640934628347,4.725968350476028,"[0.5478517413139343, -0.2670345902442932, 0.1978159248828888]","[0.4951954185962677, -0.2520165741443634, 0.2311980426311493]",[ 0.49974799 -0.50189197 -0.49713922  0.50120753],"[0.5207013487815857, -0.4804822504520416, 0.5243061184883118, 0.47234517335891724]"
4,2024-05-06_10:11:31__dirty_paper,89,7,0.636,0.6538021564483643,0.23343477403805274,4.456695572920869,"[0.5477546453475952, 0.3225061297416687, 0.21868538856506348]","[0.5528461933135986, 0.31149882078170776, 0.2064782828092575]",[-0.49330196  0.507366    0.50222296 -0.49699599],"[-0.6996389627456665, 0.0007304843165911734, -0.011319614015519619, 0.7144065499305725]"
5,2024-05-06_10:11:31__dirty_paper,439,7,1.025,0.7540795207023621,0.301701003635315,4.644507747206051,"[0.545208215713501, 0.32251477241516113, 0.2191362977027893]","[0.5301033854484558, 0.3024568259716034, 0.21118254959583282]",[-0.49610057  0.5055818   0.50056803 -0.49769759],"[-0.6744294762611389, 0.024201778694987297, -0.03779926523566246, 0.7369738221168518]"
6,2024-05-06_10:11:31__dirty_paper,198,14,0.765,0.6227246522903442,0.21663932886208392,4.73671767929514,"[0.5401698350906372, -0.28282248973846436, 0.19796326756477356]","[0.4960208833217621, -0.2618083655834198, 0.19670043885707855]",[-0.49038503  0.51101816  0.50351387 -0.49483004],"[0.49107256531715393, -0.4634326994419098, 0.5450328588485718, 0.49700814485549927]"
7,2024-05-06_10:11:31__dirty_paper,43,7,0.557,0.6029654741287231,0.22509524934315797,4.410524158034693,"[0.5460056066513062, 0.3206039071083069, 0.21910613775253296]","[0.5631564259529114, 0.3048016130924225, 0.19892661273479462]",[-0.49536711  0.50501806  0.50079107 -0.49877501],"[-0.7001118063926697, -0.002970052883028984, -0.0006366272573359311, 0.7140267491340637]"
8,2024-05-06_10:11:31__dirty_paper,504,14,1.084,0.6701871156692505,0.26675458922079964,5.014815215017111,"[0.5228980183601379, -0.3114410638809204, 0.19780150055885315]","[0.45782315731048584, -0.29127365350723267, 0.23228813707828522]",[ 0.52275652 -0.47742745 -0.47224784  0.52513868],"[0.5259042382240295, -0.49525725841522217, 0.5055661797523499, 0.47174975275993347]"
9,2024-05-06_10:11:31__dirty_paper,603,7,0.503,0.5515363216400146,0.1917671234368947,4.438861404508361,"[0.553121030330658, 0.3300631046295166, 0.21892622113227844]","[0.5673055052757263, 0.31969499588012695, 0.1999908983707428]",[-0.49369541  0.50559199  0.5035916  -0.49702826],"[-0.7024791836738586, 0.0012949382653459907, -0.003107580589130521, 0.7116963267326355]"
10,2024-05-06_10:11:31__dirty_paper,313,7,0.894,0.701774001121521,0.27038059465900477,4.599475221903934,"[0.5506266951560974, 0.32345741987228394, 0.21882158517837524]","[0.5385259985923767, 0.30947574973106384, 0.20930512249469757]",[-0.48993623  0.51140165  0.50724524 -0.49105304],"[-0.6798512935638428, 0.019496360793709755, -0.033202704042196274, 0.732338547706604]"
11,2024-05-06_10:11:31__dirty_paper,116,14,0.655,0.6319969892501831,0.23284271328716918,4.954606662467743,"[0.5271511673927307, -0.3180340528488159, 0.1978936791419983]","[0.47039955854415894, -0.3072569668292999, 0.22283019125461578]",[ 0.50420463 -0.49797276 -0.49529952  0.50247312],"[0.515776515007019, -0.49254778027534485, 0.507902979850769, 0.4831209182739258]"
12,2024-05-06_10:11:31__dirty_paper,372,14,0.962,0.6855301260948181,0.2678910921248601,4.800036506930487,"[0.5266321897506714, -0.2874024510383606, 0.19788938760757446]","[0.5068604946136475, -0.2647545635700226, 0.1937713623046875]",[ 0.50976068 -0.49072161 -0.48428842  0.5145883 ],"[0.4855276644229889, -0.4534951150417328, 0.5564784407615662, 0.49893563985824585]"
13,2024-05-06_10:11:31__dirty_paper,456,14,1.045,0.7108018398284912,0.2887575202471875,4.766049754254167,"[0.5392409563064575, -0.26871389150619507, 0.19786548614501953]","[0.49312567710876465, -0.2514592111110687, 0.2035377025604248]",[ 0.52333981 -0.47696045 -0.47086641  0.52622145],"[0.4916059970855713, -0.4645538032054901, 0.5433977842330933, 0.49722445011138916]"
14,2024-05-06_10:11:31__dirty_paper,92,14,0.637,0.5722472071647644,0.2288460706577311,4.5155036261231585,"[0.5405260920524597, -0.2709925174713135, 0.19794854521751404]","[0.5073734521865845, -0.2505054175853729, 0.17077912390232086]",[ 0.49527815 -0.50619698 -0.49672753  0.50172299],"[0.49030935764312744, -0.4673856198787689, 0.5385019779205322, 0.5011616945266724]"
15,2024-05-06_10:11:31__dirty_paper,238,14,0.811,0.6582422256469727,0.23111286773073159,5.036321188396798,"[0.5479789972305298, -0.3160698413848877, 0.19760662317276]","[0.48437994718551636, -0.29956522583961487, 0.24271179735660553]",[ 0.51624483 -0.48494941 -0.47902587  0.51850706],"[0.5273697376251221, -0.49156472086906433, 0.5102969408035278, 0.4688734710216522]"
16,2024-05-06_10:11:31__dirty_paper,148,14,0.709,0.6628878712654114,0.28299147294270827,4.588362932455912,"[0.5651178359985352, -0.2700720429420471, 0.19780990481376648]","[0.5137758851051331, -0.24686869978904724, 0.2256903052330017]",[-0.4810507   0.51998132  0.51497287 -0.48271376],"[0.5175838470458984, -0.49047723412513733, 0.5102449059486389, 0.4808213412761688]"
17,2024-05-06_10:11:31__dirty_paper,150,14,0.709,0.6654866933822632,0.2649160271715821,4.839165091081104,"[0.5191012024879456, -0.3006111979484558, 0.1979672610759735]","[0.4660930335521698, -0.28019529581069946, 0.22354476153850555]",[-0.49659282  0.50568664  0.50029624 -0.49737334],"[0.5146248936653137, -0.4971901774406433, 0.5043087005615234, 0.4833589494228363]"
