Index,RecSession,HitNumber,IiwaNumber,DesiredFlux,HittingFlux,DistanceTraveled,HittingInertia,AttractorPos,HittingPos,ObjectOrientation,HittingOrientation,ObjectPosStart,ObjectPosEnd
0,2024-05-06_18:26:45__clean_paper,301,7,0.504,0.5499165654182434,0.2923967319930124,4.41182721043615,"[0.54366535, 0.32928711, 0.21960318]","[0.56841266, 0.31229505, 0.19243552]","[-0.48758143, 0.51272416, 0.50895751, -0.49024537]","[-0.69822478, -0.00331203, 0.00499118, 0.71585351]","[0.5436005, 0.44098949, 0.31884632]","[0.46359736, 0.72222209, 0.31695598]"
1,2024-05-07_10:25:57__clean_paper,587,7,0.518,0.5552351474761963,0.2563481226135751,4.4153877056971575,"[0.54007643, 0.31891227, 0.21884316]","[0.55990744, 0.31112099, 0.19319375]","[0.49941838, -0.49932918, -0.50037092, 0.50087982]","[-0.7004469, -0.00337036, -0.00347638, 0.71368808]","[0.53882933, 0.43241477, 0.31912649]","[0.49134809, 0.68431985, 0.31719756]"
2,2024-05-07_10:25:57__clean_paper,593,7,0.512,0.5558837056159973,0.2386038864502108,4.422703463619996,"[0.54234749, 0.31825501, 0.2189064]","[0.56132418, 0.31138465, 0.20424409]","[0.49723792, -0.50233185, -0.5000205, 0.50039655]","[-0.703880787, -0.000565522467, -0.00105627871, 0.710317135]","[0.54147232, 0.43091375, 0.31901699]","[0.50122446, 0.66609341, 0.31745148]"
3,2024-05-15_16:48:51__clean_paper,499,7,0.501,0.5584844350814819,0.2017092226720963,4.394711352423769,"[0.55514127, 0.31654161, 0.21918979]","[0.56921697, 0.30074969, 0.19827309]","[-0.49032226, 0.50926614, 0.50637591, -0.4937768]","[-0.699862063, 0.000645616383, 0.000340482715, 0.714277625]","[0.55460912, 0.42859101, 0.3191371]","[0.51577353, 0.62652296, 0.31797397]"
4,2024-05-06_18:26:45__clean_paper,303,7,0.514,0.5589083433151245,0.2393138382893216,4.409485225444744,"[0.54229325, 0.31639725, 0.21828142]","[0.56305975, 0.30879778, 0.19659375]","[0.50111759, -0.49865717, -0.49682555, 0.50337523]","[-0.70025426, -0.00299026, 0.00080876, 0.7138868]","[0.54052198, 0.42854437, 0.31888786]","[0.50282186, 0.66486597, 0.31750345]"
5,2024-05-15_15:26:48__clean_paper,299,7,0.501,0.5610044598579407,0.1805509472072006,4.409338336406212,"[0.54450274, 0.3132748, 0.21879816]","[0.55593503, 0.30085772, 0.21432371]","[0.49799138, -0.50303513, -0.49707359, 0.50187457]","[-0.70546931, 0.000421620789, -0.00208925386, 0.708737254]","[0.54395574, 0.42474273, 0.31906956]","[0.52919072, 0.60468394, 0.31772771]"
6,2024-05-15_16:48:51__clean_paper,495,7,0.511,0.5624693036079407,0.2001410620595588,4.421471466366864,"[0.54057968, 0.32167006, 0.2191022]","[0.55841881, 0.31144762, 0.19865797]","[-0.4950338, 0.50493944, 0.50281507, -0.49714658]","[-0.70168686, -0.00156106, -0.00284384, 0.71247804]","[0.54003382, 0.43388414, 0.31908482]","[0.50300741, 0.63056618, 0.31779379]"
7,2024-05-07_10:25:57__clean_paper,595,7,0.505,0.5642579793930054,0.2275441467761814,4.4142497894628345,"[0.54539603, 0.31925559, 0.21862167]","[0.5631941, 0.30807963, 0.2055621]","[0.49791518, -0.50195193, -0.49827346, 0.50184488]","[-0.703937352, -0.0010899792, 0.000305331196, 0.710261166]","[0.54109615, 0.42968816, 0.31898955]","[0.5069201, 0.65464646, 0.31754068]"
8,2024-05-15_15:26:48__clean_paper,297,7,0.513,0.5661059617996216,0.2117702250371591,4.408239152237448,"[0.54196322, 0.31415033, 0.21849421]","[0.56020963, 0.30455786, 0.20398924]","[-0.49532118, 0.50456101, 0.50140357, -0.49866778]","[-0.70314306, -0.00088231, -0.00082182, 0.71104735]","[0.54135704, 0.42620102, 0.31889856]","[0.50491267, 0.63480771, 0.3176004]"
9,2024-05-06_11:23:17__clean_paper,5,7,0.51,0.5682851076126099,0.3076966305220732,4.42403530533546,"[0.55380785, 0.32787716, 0.21903738]","[0.5653851, 0.31248364, 0.19961698]","[-0.49196628, 0.50754172, 0.50517917, -0.49514097]","[-0.7010265, 0.0007442, -0.00374546, 0.71312499]","[0.55344808, 0.43966126, 0.31897387]","[0.494239, 0.74160087, 0.31698003]"
10,2024-05-07_10:25:57__clean_paper,585,7,0.519,0.5686782598495483,0.2721811018569934,4.390461591806426,"[0.55106193, 0.31555361, 0.21891999]","[0.57113272, 0.30167219, 0.1902872]","[-0.49700335, 0.50193238, 0.50229788, -0.49874687]","[-0.69686681, -0.0036532, 0.00166462, 0.71718937]","[0.5507279, 0.42775267, 0.31900474]","[0.49553007, 0.69427216, 0.31724]"
11,2024-05-06_11:23:17__clean_paper,7,7,0.52,0.5698568820953369,0.3340041514185571,4.409907404833659,"[0.54933423, 0.31826073, 0.21971968]","[0.56720221, 0.306658, 0.20289381]","[-0.49387425, 0.50551194, 0.50295115, -0.49758023]","[-0.70290077, -0.00156006, -0.00129708, 0.71128505]","[0.54869252, 0.43078655, 0.31899825]","[0.47533435, 0.75662833, 0.31688109]"
12,2024-05-07_10:25:57__clean_paper,579,7,0.523,0.5715306997299194,0.2551007513818909,4.389790995706619,"[0.55096298, 0.31839573, 0.21929502]","[0.57097501, 0.30514419, 0.18940158]","[0.4991391, -0.50055337, -0.49863559, 0.50166631]","[-0.69895065, -0.00445984, 0.00086857, 0.71515548]","[0.55075669, 0.42982849, 0.31905085]","[0.50903761, 0.68148947, 0.31741789]"
13,2024-05-06_11:23:17__clean_paper,9,7,0.52,0.5725008845329285,0.3259666953150185,4.412391409347327,"[0.5458762, 0.31948823, 0.21916857]","[0.56003696, 0.30532968, 0.20158039]","[-0.49225542, 0.50763118, 0.50496507, -0.49498022]","[-0.701085746, 0.000344037951, -0.00264737033, 0.713071942]","[0.54533929, 0.43183041, 0.31907061]","[0.47730193, 0.75061107, 0.31704715]"
14,2024-05-15_16:48:51__clean_paper,497,7,0.511,0.5733132362365723,0.192013887846483,4.40707944842474,"[0.53986776, 0.31413954, 0.21850786]","[0.55195373, 0.29930797, 0.21620896]","[-0.49202463, 0.50835598, 0.50275677, -0.49671078]","[-0.708275855, 0.000210131228, -0.00302870362, 0.705929279]","[0.53948337, 0.42611894, 0.31929314]","[0.51360798, 0.61637658, 0.31794101]"
15,2024-05-07_10:25:57__clean_paper,591,7,0.516,0.5748801231384277,0.2394143759270975,4.404372761023391,"[0.55317843, 0.32087708, 0.21938112]","[0.56986266, 0.31116676, 0.20054272]","[-0.49616155, 0.50374103, 0.50018746, -0.49988118]","[-0.708534956, 0.00287194899, -0.000306774687, 0.70566982]","[0.55295789, 0.43226573, 0.31916389]","[0.51951236, 0.66932744, 0.31761938]"
16,2024-05-15_16:48:51__clean_paper,491,7,0.523,0.5753607749938965,0.2097511357975815,4.410501548433627,"[0.53982097, 0.31658477, 0.21886516]","[0.55882579, 0.30495152, 0.20540036]","[-0.49437004, 0.50551403, 0.50310981, -0.49692488]","[-0.703469813, -0.00122816348, -0.000159061776, 0.710724056]","[0.54179978, 0.42924961, 0.31905693]","[0.50220221, 0.6352253, 0.31779599]"
17,2024-05-06_18:26:45__clean_paper,1,7,0.504,0.5762351155281067,0.3273457925003258,4.372773560190575,"[0.56421292, 0.31354088, 0.21903291]","[0.572761, 0.29501313, 0.20226812]","[-0.48249942, 0.51814401, 0.51124507, -0.48718533]","[-0.70838106, -0.00123873, -0.00468802, 0.70581359]","[0.5638954, 0.42493099, 0.31909165]","[0.4907051, 0.74398315, 0.31705034]"
18,2024-05-07_10:25:57__clean_paper,583,7,0.521,0.5769710540771484,0.225764038948174,4.433216111944863,"[0.54351908, 0.31547391, 0.21897933]","[0.54957134, 0.30418316, 0.22529875]","[0.49414548, -0.50608528, -0.49959949, 0.50009829]","[-0.707931876, -0.000326410634, -0.00438113604, 0.706267059]","[0.54278922, 0.42686445, 0.31916249]","[0.52417862, 0.65185559, 0.31773677]"
19,2024-05-15_16:48:51__clean_paper,493,7,0.523,0.5778564214706421,0.2038509296392161,4.386751042402121,"[0.53942865, 0.31280428, 0.21894172]","[0.55892819, 0.29382667, 0.2061227]","[-0.49449217, 0.50632024, 0.50254816, -0.49655074]","[-0.70297569, -0.00318894372, 0.000258690066, 0.711206675]","[0.54232144, 0.42325008, 0.3192386]","[0.50771046, 0.62413508, 0.31765786]"
20,2024-05-15_15:26:48__clean_paper,295,7,0.526,0.5780595541000366,0.2084529772201267,4.394634800713919,"[0.54343349, 0.31222558, 0.21908304]","[0.56136936, 0.29914862, 0.19928978]","[0.49836025, -0.5018326, -0.49857756, 0.50121999]","[-0.700252533, -0.00192760886, 0.00032142186, 0.713892579]","[0.54295284, 0.42364249, 0.31902504]","[0.51363832, 0.63001901, 0.317599]"
21,2024-05-15_15:26:48__clean_paper,289,7,0.532,0.578854501247406,0.2035128197955556,4.427951795145534,"[0.53827876, 0.31436437, 0.21905273]","[0.55327153, 0.30702725, 0.2145301]","[0.49725366, -0.50319201, -0.49744451, 0.50208127]","[-0.705785275, -6.94744449e-05, -0.00278619281, 0.708420336]","[0.53763002, 0.42577717, 0.31922808]","[0.51595068, 0.62812608, 0.3176823]"
22,2024-05-15_15:26:48__clean_paper,287,7,0.533,0.5798712968826294,0.1980873347286401,4.423753300814582,"[0.54194742, 0.31768268, 0.21908414]","[0.55818248, 0.30970278, 0.20472318]","[0.50072145, -0.50005019, -0.49637711, 0.50282961]","[-0.703241825, 0.000192712119, -0.0018342773, 0.710948348]","[0.54124385, 0.42999518, 0.31919584]","[0.52248394, 0.62718654, 0.31770366]"
23,2024-05-06_18:26:45__clean_paper,305,7,0.52,0.5819061994552612,0.2715015450560251,4.409815834010434,"[0.5490905, 0.32204705, 0.21930087]","[0.56009686, 0.30609789, 0.19929829]","[-0.48557618, 0.5141511, 0.50987017, -0.48979267]","[-0.70187104, -0.00204878, -0.00573909, 0.71227795]","[0.54915971, 0.4330368, 0.31879124]","[0.49267557, 0.69859314, 0.3172214]"
24,2024-05-15_16:48:51__clean_paper,487,7,0.525,0.5826135277748108,0.220998724406789,4.403443917573694,"[0.53585881, 0.31932116, 0.21911883]","[0.55468559, 0.30353484, 0.19568843]","[-0.49366918, 0.50679928, 0.50412107, -0.49528491]","[-0.69756776, -0.0061754, -0.00483801, 0.71647584]","[0.53506815, 0.43113378, 0.31920666]","[0.48774654, 0.64700192, 0.31777677]"
